#SMILES:C1(C(C(C(O1)COC2C(C(C(O2)COC3C(C(C(O3)COC4C(C(C(O4)COC(=O)C=CC5=CC=C(C(=C5)OC)O)O)O)O)O)O)OC(=O)C=CC6=CC=C(C(=C6)OC)O)O)O)O
#ION:-H
881.272000	3469.806000	^{0,4}X_{0}
14.987000	370.320000	^{0,4}A_{4}
89.024000	13.808000	^{0,3}X_{0}
807.235000	2447.905000	^{0,3}A_{4}
59.013000	8934.320000	^{0,2}X_{0}
837.245000	5703.194000	^{0,2}A_{4}
29.003000	3756.564000	^{0,1}X_{0}
867.256000	4851.569000	^{0,1}A_{4}
105.019000	7621.376000	^{3,4}X_{0}
791.240000	657.641000	^{3,4}A_{4}
75.008000	9002.140000	^{2,4}X_{0}
821.250000	1265.983000	^{2,4}A_{4}
44.998000	6344.613000	^{1,4}X_{0}
851.261000	4415.061000	^{1,4}A_{4}
867.256000	7170.623000	^{2,3}X_{0}
29.003000	3213.440000	^{2,3}A_{4}
837.245000	3163.320000	^{1,3}X_{0}
59.013000	8493.256000	^{1,3}A_{4}
867.256000	3280.833000	^{1,2}X_{0}
29.003000	8503.079000	^{1,2}A_{4}
867.256000	5992.067000	^{2,3}X_{1}
29.003000	1474.328000	^{2,3}A_{3}
383.098000	3132.364000	^{0,2}X_{1}
513.161000	9400.630000	^{0,2}A_{3}
367.103000	5390.565000	^{0,2}X_{1}
529.156000	3554.770000	^{0,2}A_{3}
897.266000	6539.188000	^{1,2}X_{1}
0.000000	4024.396000	^{1,2}A_{3}
897.266000	6809.120000	^{2,2}X_{1}
0.000000	5324.430000	^{2,2}A_{3}
897.266000	1200.080000	^{2,2}X_{1}
0.000000	6030.636000	^{2,2}A_{3}
897.266000	9018.983000	^{2,2}X_{1}
0.000000	1211.789000	^{2,2}A_{3}
897.266000	2662.995000	^{2,2}X_{1}
0.000000	2977.992000	^{2,2}A_{3}
897.266000	8456.617000	^{2,2}X_{1}
0.000000	5401.614000	^{2,2}A_{3}
897.266000	9019.366000	^{2,2}X_{1}
0.000000	5402.727000	^{2,2}A_{3}
413.108000	9893.634000	^{0,3}X_{1}
483.150000	4385.766000	^{0,3}A_{3}
397.113000	6430.614000	^{0,3}X_{1}
499.145000	6958.785000	^{0,3}A_{3}
897.266000	783.490000	^{1,3}X_{1}
0.000000	2661.993000	^{1,3}A_{3}
897.266000	3321.397000	^{2,3}X_{1}
0.000000	3483.005000	^{2,3}A_{3}
897.266000	9939.304000	^{2,3}X_{1}
0.000000	6752.892000	^{2,3}A_{3}
897.266000	5618.919000	^{2,3}X_{1}
0.000000	4111.665000	^{2,3}A_{3}
897.266000	7760.404000	^{2,3}X_{1}
0.000000	1542.693000	^{2,3}A_{3}
897.266000	2412.236000	^{2,3}X_{1}
0.000000	4166.782000	^{2,3}A_{3}
897.266000	58.816000	^{2,3}X_{1}
0.000000	6912.256000	^{2,3}A_{3}
881.272000	7299.458000	^{0,0}X_{1}
14.987000	3031.482000	^{0,0}A_{3}
897.266000	4401.446000	^{0,1}X_{1}
0.000000	5570.124000	^{0,1}A_{3}
897.266000	9459.366000	^{0,2}X_{1}
0.000000	8166.999000	^{0,2}A_{3}
897.266000	1716.575000	^{0,2}X_{1}
