#SMILES:C1(C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)C8)OC3C(C(C(C(O3)CO)O)OC4C(C9C(C(O4)CO9)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)COS(=O)(=O)O)O)O)O)O)OC)OC7C(C(C(O7)CO)O)O)O8)OS(=O)(=O)O)O)O
#ION:-H
1243.275000	8127.300000	^{0,5}X_{0}
14.987000	7315.811000	^{0,5}A_{6}
1199.249000	6553.714000	^{0,4}X_{0}
59.013000	6363.514000	^{0,4}A_{6}
1169.238000	8295.071000	^{0,3}X_{0}
89.024000	9141.860000	^{0,3}A_{6}
59.013000	7749.333000	^{0,2}X_{0}
1199.249000	7374.277000	^{0,2}A_{6}
29.003000	6494.152000	^{0,1}X_{0}
1229.260000	9692.583000	^{0,1}A_{6}
1215.244000	5096.635000	^{4,5}X_{0}
43.018000	1537.033000	^{4,5}A_{6}
1185.233000	4616.121000	^{3,5}X_{0}
73.029000	8788.879000	^{3,5}A_{6}
75.008000	77.123000	^{2,5}X_{0}
1183.254000	4505.494000	^{2,5}A_{6}
44.998000	6072.195000	^{1,5}X_{0}
1213.265000	4002.224000	^{1,5}A_{6}
1229.260000	8701.184000	^{3,4}X_{0}
29.003000	8720.750000	^{3,4}A_{6}
119.034000	3227.009000	^{2,4}X_{0}
1139.228000	5741.616000	^{2,4}A_{6}
89.024000	9853.973000	^{1,4}X_{0}
1169.238000	8594.965000	^{1,4}A_{6}
149.045000	5446.917000	^{2,3}X_{0}
1109.217000	5966.259000	^{2,3}A_{6}
119.034000	5061.941000	^{1,3}X_{0}
1139.228000	6241.399000	^{1,3}A_{6}
1229.260000	6276.116000	^{1,2}X_{0}
29.003000	4021.088000	^{1,2}A_{6}
317.018000	1407.483000	^{2,5}X_{1}
941.244000	1339.712000	^{2,5}A_{5}
207.050000	1266.017000	^{1,5}X_{1}
1051.212000	5588.105000	^{1,5}A_{5}
1243.275000	5729.299000	^{0,5}X_{1}
14.987000	2669.309000	^{0,5}A_{5}
1149.303000	6069.895000	^{1,2}X_{1}
108.960000	1789.351000	^{1,2}A_{5}
301.023000	4121.043000	^{0,2}X_{1}
957.239000	9087.907000	^{0,2}A_{5}
191.056000	5672.125000	^{0,1}X_{1}
1067.207000	8382.722000	^{0,1}A_{5}
667.139000	2333.501000	^{2,3}X_{2}
591.123000	156.151000	^{2,3}A_{4}
637.129000	9366.702000	^{2,4}X_{2}
621.134000	2704.734000	^{2,4}A_{4}
593.102000	8170.337000	^{2,5}X_{2}
665.160000	7091.904000	^{2,5}A_{4}
577.107000	9829.936000	^{0,2}X_{2}
681.155000	6423.070000	^{0,2}A_{4}
1097.217000	33.445000	^{1,2}X_{2}
161.045000	9829.386000	^{1,2}A_{4}
1229.260000	9649.538000	^{3,4}X_{2}
29.003000	5817.526000	^{3,4}A_{4}
1185.233000	6339.968000	^{3,5}X_{2}
73.029000	3222.687000	^{3,5}A_{4}
1169.238000	2826.597000	^{0,3}X_{2}
89.024000	4192.861000	^{0,3}A_{4}
505.086000	1469.306000	^{1,3}X_{2}
753.176000	4639.910000	^{1,3}A_{4}
1215.244000	5873.210000	^{4,5}X_{2}
43.018000	4800.896000	^{4,5}A_{4}
1199.249000	8497.120000	^{0,4}X_{2}
59.013000	5426.041000	^{0,4}A_{4}
475.076000	9592.300000	^{1,4}X_{2}
783.187000	1391.517000	^{1,4}A_{4}
1243.275000	1761.040000	^{0,5}X_{2}
14.987000	2590.689000	^{0,5}A_{4}
431.050000	2680.943000	^{1,5}X_{2}
827.213000	2426.362000	^{1,5}A_{4}
415.055000	9262.201000	^{0,1}X_{2}
843.208000	3423.254000	^{0,1}A_{4}
769.171000	8381.677000	^{2,5}X_{3α}
489.091000	8092.636000	^{2,5}A_{3α}
725.145000	9593.984000	^{1,5}X_{3α}
533.118000	5849.724000	^{1,5}A_{3α}
1243.275000	2531.437000	^{0,5}X_{3α}
14.987000	5971.930000	^{0,5}A_{3α}
1215.244000	5620.761000	^{1,2}X_{3α}
43.018000	9098.964000	^{1,2}A_{3α}
753.176000	7813.130000	^{0,2}X_{3α}
505.086000	5963.894000	^{0,2}A_{3α}
709.150000	9804.344000	^{0,1}X_{3α}
549.113000	577.441000	^{0,1}A_{3α}
1215.244000	8278.561000	^{4,5}X_{4α}
43.018000	8563.238000	^{4,5}A_{2α}
1185.233000	7537.030000	^{3,5}X_{4α}
73.029000	5392.581000	^{3,5}A_{2α}
913.213000	1226.956000	^{2,5}X_{4α}
